fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed_2,fixed_3,fixed_4,volatile_2,density_2,density_3,citric_2,residual_2,chlorides_2,free_2,total_2,pH_2,sulphates_2,alcohol_2
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,68.89,571.787,4745.8321,0.4225,0.996063881,0.994101635,0.01,8.41,0.007921,289,1600,0.996063881,10.8241,0.3025
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6,60.84,474.552,3701.5056,0.2304,0.993131834,0.98971546,0.4624,2.89,0.172225,196,1024,0.993131834,9.5481,1.1236
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6,60.84,474.552,3701.5056,0.8281,0.990522563,0.98581758,0.0049,3.61,0.003364,484,2209,0.990522563,12.3201,0.1849
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,39.69,250.047,1575.2961,0.9604,0.989786214,0.984718509,0.0001,4,0.003249,225,1089,0.989786214,12.96,0.2116
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,65.61,531.441,4304.6721,0.7569,0.993131834,0.98971546,0,4.84,0.007056,100,961,0.993131834,10.5625,0.25
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,65.61,531.441,4304.6721,0.7569,0.993131834,0.98971546,0,4.84,0.007056,100,961,0.993131834,10.5625,0.25
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5,77.44,681.472,5996.9536,0.1764,0.996463133,0.994699393,0.0441,6.25,0.008464,1089,7744,0.996463133,10.1761,0.2704
9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5,81,729,6561,0.3364,0.995584884,0.993384642,0.0625,7.84,0.005625,81,10816,0.995584884,10.4329,0.3249
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,86.49,804.357,7480.5201,0.429025,0.994766864,0.992160575,0.0676,4,0.009216,25,1225,0.994766864,10.5625,0.1764
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,77.44,681.472,5996.9536,0.49,0.99402894,0.991056794,0,2.89,0.004761,64,361,0.99402894,10.9561,0.2809
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,86.49,804.357,7480.5201,0.429025,0.994766864,0.992160575,0.0676,4,0.009216,25,1225,0.994766864,10.5625,0.1764
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,82.81,753.571,6857.4961,0.4624,0.997761254,0.996643762,0.0121,7.84,0.008649,121,1936,0.997761254,10.9561,0.3025
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6,84.64,778.688,7163.9296,0.4489,0.997761254,0.996643762,0.01,9,0.008281,144,2304,0.997761254,10.9561,0.2916
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5,77.44,681.472,5996.9536,0.3481,0.994766864,0.992160575,0.0324,8.41,0.007921,144,5476,0.994766864,9.8596,0.2916
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,56.25,421.875,3164.0625,0.36,0.998760384,0.998141153,0.1024,7.29,0.010609,169,9604,0.998760384,11.9025,0.3844
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,50.41,357.911,2541.1681,0.3481,0.994886554,0.992339644,0.0004,5.29,0.006724,576,8836,0.994886554,12.6025,0.2809
7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5,62.41,493.039,3895.0081,0.5184,0.993371022,0.990073031,0.0001,3.61,0.005776,49,1024,0.993371022,11.4921,0.2916
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,50.41,357.911,2541.1681,0.3481,0.994886554,0.992339644,0.0004,5.29,0.006724,576,8836,0.994886554,12.6025,0.2809
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,88.36,830.584,7807.4896,0.469225,0.99560484,0.993414509,0.0676,5.76,0.006724,529,20449,0.99560484,10.7584,0.3025
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5,90.25,857.375,8145.0625,0.3249,0.995644752,0.993474247,0.0729,5.29,0.006724,529,20736,0.995644752,10.6929,0.3025
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,62.41,493.039,3895.0081,0.16,0.99460729,0.99192185,0.0841,3.24,0.024649,1,1936,0.99460729,10.89,0.8464
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,62.41,493.039,3895.0081,0.16,0.994547453,0.991832338,0.09,3.24,0.024649,4,2025,0.994547453,10.9561,0.8281
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5,51.84,373.248,2687.3856,1,0.99173714,0.987631348,0,9,0.010404,49,256,0.99173714,11.7649,0.2116
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,47.61,328.509,2266.7121,0.585225,0.992255054,0.988405105,0.0324,5.76,0.059049,30.25,2304,0.992255054,11.56,0.36
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,47.61,328.509,2266.7121,0.403225,0.99221521,0.988345571,0.0289,5.76,0.058081,36,324,0.99221521,11.56,0.3481
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5,68.89,571.787,4745.8321,0.1849,0.995764494,0.993653474,0.09,11.56,0.006241,49,1156,0.995764494,11.2896,0.3721
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,50.41,357.911,2541.1681,0.2704,0.994906503,0.992369491,0.0009,6.76,0.005776,441,8464,0.994906503,12.25,0.36
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,49,343,2401,0.3249,0.993530498,0.990311459,0,4,0.0361,144,2025,0.993530498,10.9561,0.36
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,42.25,274.625,1785.0625,0.2116,0.994647182,0.991981528,0.0196,5.76,0.012996,81,1369,0.994647182,13.3956,0.4225
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,81,729,6561,0.6724,0.99628346,0.994430372,0.0025,5.76,0.006561,676,9216,0.99628346,11.2896,0.2809
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,42.25,274.625,1785.0625,0.2116,0.994647182,0.991981528,0.0196,5.76,0.012996,81,1369,0.994647182,13.3956,0.4225
7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5,50.41,357.911,2541.1681,0.3481,0.994926452,0.992399338,0.0001,6.25,0.005929,400,7225,0.994926452,12.6025,0.3481
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,98.01,970.299,9605.9601,0.1225,0.99640324,0.994609714,0.1681,5.29,0.006889,121,3721,0.99640324,10.3041,0.25
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,98.01,970.299,9605.9601,0.1225,0.99640324,0.994609714,0.1681,5.29,0.006889,121,3721,0.99640324,10.3041,0.25
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,100,1000,10000,0.3136,0.99820081,0.997302429,0.0576,4.84,0.006241,361,3364,0.99820081,10.1124,0.3136
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,100,1000,10000,0.3136,0.99820081,0.997302429,0.0576,4.84,0.006241,361,3364,0.99820081,10.1124,0.3136
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,73.96,636.056,5470.0816,0.3969,0.996004,0.994011992,0.0289,8.41,0.009801,441,14161,0.996004,9.5481,0.2704
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,54.76,405.224,2998.6576,0.1369,0.994168526,0.991265554,0.1849,6.76,0.006724,324,6724,0.994168526,11.0889,0.4624
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5,77.44,681.472,5996.9536,0.4096,0.996363312,0.994549931,0.0289,8.41,0.007056,625,16900,0.996363312,10.4329,0.2916
7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,50.41,357.911,2541.1681,0.3721,0.994906503,0.992369491,0.0004,6.25,0.006561,289,7569,0.994906503,12.1104,0.36
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5,59.29,456.533,3515.3041,0.36,0.992793032,0.989209049,0,6.76,0.003025,49,169,0.992793032,11.4244,0.3136
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6,102.01,1030.301,10406.0401,0.0729,0.990641996,0.985995885,0.2916,5.29,0.004225,49,676,0.990641996,10.0489,0.2809
10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,5,116.64,1259.712,13604.8896,0.7921,0.99572458,0.993593729,0.09,6.76,0.017424,49,3600,0.99572458,8.9401,1.3924
8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5,75.69,658.503,5728.9761,0.2116,0.994926452,0.992399338,0.0961,6.25,0.015876,576,4096,0.994926452,9.61,0.5476
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,86.49,804.357,7480.5201,0.1369,0.990542468,0.985847296,0.1936,2.56,0.001444,441,1764,0.990542468,10.4976,0.6561
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,88.36,830.584,7807.4896,0.25,0.99740169,0.996105068,0.1156,12.96,0.006724,25,196,0.99740169,10.8241,0.2704
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,88.36,830.584,7807.4896,0.25,0.99740169,0.996105068,0.1156,12.96,0.006724,25,196,0.99740169,10.8241,0.2704
7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5,51.84,373.248,2687.3856,0.3721,0.992832888,0.989268618,0.0064,16,0.006724,676,11664,0.992832888,10.5625,0.2601
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5,73.96,636.056,5470.0816,0.3025,0.994707023,0.992071049,0.0081,10.89,0.004624,64,289,0.994707023,10.4329,0.1936
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,26.01,132.651,676.5201,0.342225,0.98533417,0.97808211,0,2.89,0.001936,196,7396,0.98533417,12.6736,0.8836
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,59.29,456.533,3515.3041,0.3136,0.99420841,0.991325206,0.0064,6.25,0.012996,196,2116,0.99420841,10.4976,0.4356
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,70.56,592.704,4978.7136,0.2704,0.993650112,0.990490305,0.0484,7.29,0.007056,16,324,0.993650112,10.6276,0.3249
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,67.24,551.368,4521.2176,0.0784,0.987161474,0.980804154,0.16,5.76,0.002704,16,100,0.987161474,11.0889,0.49
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,70.56,592.704,4978.7136,0.0625,0.9877577,0.981692867,0.1521,4,0.001681,16,100,0.9877577,10.6929,0.5041
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,67.24,551.368,4521.2176,0.0784,0.987161474,0.980804154,0.16,5.76,0.002704,16,100,0.987161474,11.0889,0.49
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5,54.76,405.224,2998.6576,0.2809,0.99404888,0.991086615,0.0144,3.61,0.027225,16,144,0.99404888,10.6276,0.7396
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,57.76,438.976,3336.2176,0.2304,0.993869425,0.990818246,0.0961,7.84,0.0049,16,225,0.993869425,10.3684,0.3025
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,53.29,389.017,2839.8241,0.2401,0.991259184,0.986917469,0.01,6.76,0.004624,16,196,0.991259184,10.89,0.2209
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,166.41,2146.689,27692.2881,0.25,1.000240014,1.000360043,0.3025,7.84,0.005184,49,576,1.000240014,9.5481,0.4624
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,116.64,1259.712,13604.8896,0.2025,0.996363312,0.994549931,0.1089,6.25,0.009801,400,1444,0.996363312,10.4976,0.5041
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4,47.61,328.509,2266.7121,0.1521,0.989268944,0.983946677,0.0576,4.41,0.010404,16,49,0.989268944,11.8336,0.3364
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,158.76,2000.376,25204.7376,0.1681,0.998780372,0.998171116,0.2916,7.84,0.010609,361,1681,0.998780372,10.3041,0.5776
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,116.64,1259.712,13604.8896,0.2025,0.996363312,0.994549931,0.1089,6.25,0.009801,400,1444,0.996363312,10.4976,0.5041
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,96.04,941.192,9223.6816,0.2601,0.99680256,0.995207676,0.0361,10.24,0.006561,64,900,0.99680256,10.4329,0.3364
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,116.64,1259.712,13604.8896,0.0841,0.990920703,0.986412013,0.1764,2.56,0.007056,361,729,0.990920703,10.7584,0.5329
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,50.41,357.911,2541.1681,0.511225,0.992653542,0.989000577,0,5.5225,0.005041,441,2209,0.992653542,10.8241,0.2025
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,82.81,753.571,6857.4961,0.4356,0.999520058,0.999280173,0.0225,10.24,0.009409,81,3481,0.999520058,10.7584,0.2916
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,49,343,2401,0.469225,0.992135524,0.98822651,0,3.61,0.009801,81,484,0.992135524,11.1556,0.36
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,24.01,117.649,576.4801,0.1764,0.983151572,0.974834109,0,4.41,0.002304,256,1764,0.983151572,13.7641,0.5476
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,44.89,300.763,2015.1121,0.2916,0.99460729,0.99192185,0.0169,4,0.005776,225,1296,0.99460729,13.0321,0.4096
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,44.89,300.763,2015.1121,0.2916,0.99460729,0.99192185,0.0169,4,0.005776,225,1296,0.99460729,13.0321,0.4096
7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,50.41,357.911,2541.1681,0.2304,0.993650112,0.990490305,0.0784,7.84,0.004624,36,256,0.993650112,10.4976,0.2809
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,50.41,357.911,2541.1681,0.2116,0.992494138,0.98876236,0.0196,7.84,0.005776,225,1369,0.992494138,11.2896,0.2401
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,56.25,421.875,3164.0625,0.0729,0.99022401,0.985371912,0.1156,5.29,0.0025,16,64,0.99022401,11.56,0.4096
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,50.41,357.911,2541.1681,0.2116,0.992494138,0.98876236,0.0196,7.84,0.005776,225,1369,0.992494138,11.2896,0.2401
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,60.84,474.552,3701.5056,0.3249,0.988373989,0.982611769,0.0081,5.29,0.004225,1156,2025,0.988373989,11.9716,0.5476
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,34.81,205.379,1211.7361,0.3721,0.987558938,0.98139657,0.0064,4.41,0.005041,256,576,0.987558938,12.6736,0.5929
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,56.25,421.875,3164.0625,0.469225,0.992653542,0.989000577,0.0049,6.25,0.003364,25,81,0.992653542,11.4244,0.3025
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,34.81,205.379,1211.7361,0.3721,0.987558938,0.98139657,0.0064,4.41,0.005041,256,576,0.987558938,12.6736,0.5929
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3,108.16,1124.864,11698.5856,0.1936,0.996642822,0.994968462,0.1764,2.25,0.021025,1156,2304,0.996642822,11.4244,0.7396
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4,134.56,1560.896,18106.3936,0.2209,0.99672269,0.995088064,0.1936,2.56,0.021609,1296,2601,0.99672269,11.4244,0.7396
8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5,77.44,681.472,5996.9536,0.469225,0.993889364,0.990848062,0.0676,2.56,0.007744,256,529,0.993889364,11.0224,0.2209
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,57.76,438.976,3336.2176,0.442225,0.993111903,0.989685666,0.01,2.25,0.004356,729,3025,0.993111903,11.4921,0.2601
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,44.89,300.763,2015.1121,0.0784,0.98136761,0.972182009,0.0784,5.76,0.000144,1296,10000,0.98136761,10.6276,0.1521
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,44.89,300.763,2015.1121,0.0784,0.98136761,0.972182009,0.0784,5.76,0.000144,1296,10000,0.98136761,10.6276,0.1521
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,102.01,1030.301,10406.0401,0.0961,0.993450758,0.99019224,0.1225,2.56,0.005625,81,784,0.993450758,10.4976,0.6889
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,36,216,1296,0.25,0.992952461,0.989447339,0.0016,4.84,0.008464,169,676,0.992952461,11.9716,0.2209
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,123.21,1367.631,15180.7041,0.1764,0.99472697,0.99210089,0.2209,7.0225,0.007225,81,1156,0.99472697,10.4976,0.5929
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,43.56,287.496,1897.4736,0.4356,0.992593764,0.988911241,0,9,0.013225,441,961,0.992593764,11.9025,0.3969
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,112.36,1191.016,12624.7696,0.25,0.994168526,0.991265554,0.2025,6.76,0.014161,1156,4624,0.994168526,10.4329,0.5184
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,50.41,357.911,2541.1681,0.469225,0.99261369,0.988941019,0.1225,4,0.007744,81,8464,0.99261369,10.7584,0.3844
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,98.01,970.299,9605.9601,0.0625,0.99181681,0.987750361,0.2116,2.89,0.003844,676,1764,0.99181681,10.1124,0.6889
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,40.96,262.144,1677.7216,0.4096,0.993789672,0.990698986,0.0441,3.24,0.006561,196,961,0.993789672,12.8881,0.4356
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,40.96,262.144,1677.7216,0.4096,0.993789672,0.990698986,0.0441,3.24,0.006561,196,961,0.993789672,12.8881,0.4356
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,54.76,405.224,2998.6576,0.4624,0.99540529,0.993115858,0.0256,3.24,0.006084,144,1521,0.99540529,12.25,0.49
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,40.96,262.144,1677.7216,0.4096,0.993789672,0.990698986,0.0441,3.24,0.006561,196,961,0.993789672,12.8881,0.4356
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5,40.96,262.144,1677.7216,0.3969,0.993789672,0.990698986,0.0441,2.56,0.0064,144,1024,0.993789672,12.8164,0.4356
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,86.49,804.357,7480.5201,0.1849,0.994168526,0.991265554,0.1936,3.61,0.007225,81,484,0.994168526,10.7584,0.3025
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,86.49,804.357,7480.5201,0.1849,0.994168526,0.991265554,0.1936,3.61,0.007225,81,484,0.994168526,10.7584,0.3025
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,64,512,4096,0.1764,0.99602396,0.994041872,0.1024,6.25,0.0064,676,14884,0.99602396,10.3684,1.1449
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,86.49,804.357,7480.5201,0.1296,0.99305211,0.989596289,0.1521,2.25,0.0064,1681,3025,0.99305211,12.0409,0.5329
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,86.49,804.357,7480.5201,0.1296,0.99305211,0.989596289,0.1521,2.25,0.0064,1681,3025,0.99305211,12.0409,0.5329
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,57.76,438.976,3336.2176,0.540225,0.990781344,0.986203935,0.0004,6.25,0.005041,100,196,0.990781344,12.3201,0.5041
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,86.49,804.357,7480.5201,0.1296,0.99305211,0.989596289,0.1521,2.25,0.0064,1681,3025,0.99305211,12.0409,0.5329
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,67.24,551.368,4521.2176,0.0676,0.991896484,0.987869384,0.1156,6.25,0.005329,256,2209,0.991896484,11.56,0.6084
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,136.89,1601.613,18738.8721,0.0784,0.99372986,0.990609548,0.2209,2.89,0.002916,289,1024,0.99372986,9.9225,0.4489
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,46.24,314.432,2138.1376,0.3136,0.988791584,0.983234576,0.0484,3.24,0.005476,225,576,0.988791584,11.56,0.6724
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,51.84,373.248,2687.3856,0.3844,0.994926452,0.992399338,0.0036,7.29,0.005929,225,7225,0.994926452,12.3201,0.2916
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,33.64,195.112,1131.6496,1.0201,0.987181345,0.980833769,0.4356,4,0.001521,225,7744,0.987181345,13.3956,0.36
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,56.25,421.875,3164.0625,0.1764,0.992573838,0.988881464,0.1024,7.29,0.004489,49,625,0.992573838,10.4976,0.1936
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,51.84,373.248,2687.3856,0.3844,0.994926452,0.992399338,0.0036,6.25,0.006084,289,7056,0.994926452,12.3201,0.2809
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,51.84,373.248,2687.3856,0.3844,0.994926452,0.992399338,0.0036,7.29,0.005929,225,7225,0.994926452,12.3201,0.2916
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,51.84,373.248,2687.3856,0.403225,0.99496635,0.992459035,0.0049,6.76,0.005929,256,7396,0.99496635,12.3201,0.2916
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,46.24,314.432,2138.1376,0.2401,0.988791584,0.983234576,0.0484,5.29,0.005041,169,576,0.988791584,11.6281,0.6889
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,47.61,328.509,2266.7121,0.2601,0.988791584,0.983234576,0.0529,4,0.005184,169,484,0.988791584,11.56,0.7056
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,46.24,314.432,2138.1376,0.3136,0.988791584,0.983234576,0.0484,3.24,0.005476,225,576,0.988791584,11.56,0.6724
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,57.76,438.976,3336.2176,0.3969,0.991577808,0.98739335,0.0009,4,0.0064,729,1849,0.991577808,11.8336,0.4096
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,59.29,456.533,3515.3041,0.511225,0.987459564,0.981248443,0.0001,4.41,0.004096,961,1849,0.987459564,11.6281,0.3249
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,47.61,328.509,2266.7121,0.3136,0.990462848,0.985728436,0.0009,2.25,0.007396,1296,2116,0.990462848,12.4609,0.3249
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,53.29,389.017,2839.8241,0.1225,0.991537978,0.987333857,0.0576,4,0.004489,784,2304,0.991537978,11.7649,0.2916
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,82.81,753.571,6857.4961,0.0441,0.99106007,0.986620121,0.1369,2.56,0.004489,36,100,0.99106007,10.4329,0.3364
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,108.16,1124.864,11698.5856,0.1444,0.99329129,0.989953831,0.2116,4.41,0.010816,36,100,0.99329129,9.7344,0.4225
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,77.44,681.472,5996.9536,0.0961,0.9922949,0.988464641,0.16,7.84,0.011881,49,256,0.9922949,10.9561,0.6241
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,50.41,357.911,2541.1681,0.2209,0.990363329,0.985579874,0,4.84,0.004489,49,196,0.990363329,11.56,0.3364
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,59.29,456.533,3515.3041,0.511225,0.987459564,0.981248443,0.0001,4.41,0.004096,961,1849,0.987459564,11.6281,0.3249
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,77.44,681.472,5996.9536,0.3721,0.995744537,0.993623601,0.0361,16,0.008836,900,4761,0.995744537,10.3684,0.25
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,51.84,373.248,2687.3856,0.36,0.994906503,0.992369491,0.0016,6.25,0.005776,324,7744,0.994906503,12.4609,0.3025
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,84.64,778.688,7163.9296,0.3136,0.991537978,0.987333857,0.0324,2.56,0.006084,100,441,0.991537978,9.9225,0.2401
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,57.76,438.976,3336.2176,0.511225,0.990681809,0.986055325,0,4.41,0.004624,900,1225,0.990681809,12.1104,0.4225
